Taxon	Species	Genus	Family	Museum Number	Locality	Formation	Age		Lithology	Grain Size	Specimen Info. I eventually stopped recording this.	Publication. I also eventually stopped recording this.	Notes	Preservational State/Notes	More Notes	Strat Citation		Subperiod	*For questions or copies of photographs corresponding to specimens contact J. Thompson
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046v	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046w	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046y	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046x	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046z	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046aa	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046ab	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046ac	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046ad	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046ae	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046af	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046ag	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046ah	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046ai	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046aj	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046ak	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	YPR 35046al	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Palaechinus tetrastichus	tetrastichus	Palaechinus	Palaechinidae	USNM 144192a	"East of Randolph, Utah, Bear River Valley"	Lodgepole Formation	Tournaisian		Carbonate	Wackestone	Lodgepole Limestone					"Saltzman, 2002"		Mississippian	
Palaechinus tetrastichus	tetrastichus	Palaechinus	Palaechinidae	USNM 144192b	"East of Randolph, Utah, Bear River Valley"	Lodgepole Formation	Tournaisian		Carbonate	Wackestone	Lodgepole Limestone					"Saltzman, 2002"		Mississippian	
Palaechinus tetrastichus	tetrastichus	Palaechinus	Palaechinidae	USNM 144192c	"East of Randolph, Utah, Bear River Valley"	Lodgepole Formation	Tournaisian		Carbonate	Wackestone	Lodgepole Limestone					"Saltzman, 2002"		Mississippian	
Palaechinus tetrastichus	tetrastichus	Palaechinus	Palaechinidae	USNM 144192d	"East of Randolph, Utah, Bear River Valley"	Lodgepole Formation	Tournaisian		Carbonate	Wackestone	Lodgepole Limestone					"Saltzman, 2002"		Mississippian	
Palaechinus tetrastichus	tetrastichus	Palaechinus	Palaechinidae	USNM 144192e	"East of Randolph, Utah, Bear River Valley"	Lodgepole Formation	Tournaisian		Carbonate	Wackestone	Lodgepole Limestone					"Saltzman, 2002"		Mississippian	
Pholidocidaris irregularis	irregularis	Pholidocidaris	Proterocidaridae	USNM S3863	"Keokuk, Iowa"	Keokuk Limestone	Visean		Carbonate	Wackestone	Lodgepole Limestone					"Lane and Brenckle, 2005"		Mississippian	
Pholidechinus brauni	brauni	Pholidechinus	Lepidocentridae	USNM  S3839	"Crawfordsville, Indiana"	Edwardsville Formation	Visean		Siliciclastic	Siltstone	Lodgepole Limestone					"Ausich and Kammer, 2012"		Mississippian	
Pholidocidaris sp.	sp.	Pholidocidaris	Proterocidaridae	USNM S3864	"Pulaski County, Kentucky"	"""Glen Dean"""	Serpukhovian		Carbonate	Wackestone						Sheng et al. 2017		Mississippian	
Pholidocidaris irregularis	irregularis	Pholidocidaris	Proterocidaridae	USNM S3863	"Keokuk, Iowa"	Keokuk Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris immanis	immanis	Archaeocidaris	Archaeocidaridae	USNM 90763	"Washington County, Oklahoma"	Dewey Limestone	Kasimovian		Carbonate	Wackestone						Davydov et al. 2012		Pennsylvanian	
Archaeocidaris newberryi	newberryi	Archaeocidaris	Archaeocidaridae	USNM S3829	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	mudstone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 136467a	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 136467b	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 136467c	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 136467d	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris megastyla	megastyla	Archaeocidaris	Archaeocidaridae	USNM 43009	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 8471-A	"Camp Apache, Arizona"	Red Wall Limestone	Tournaisian to Visean		Carbonate	Wackestone	Catalogued as trudifer					"Saltzman, 2003"		Mississippian	
Palaechinus strawberryensis	strawberryensis	Palaechinus	Palaechinidae	USNM 487249	"Utah, BeirdNeau Hollow, Logan Canyon"	"Henderson Canyon Formation, Brush Canyon Member"	Tournaisian		Carbonate	mudstone						Saltzman 2002		Mississippian	
Palaechinus strawberryensis	strawberryensis	Palaechinus	Palaechinidae	With histocrinus!		"Henderson Canyon Formation, Brush Canyon Member"	Tournaisian		Carbonate	Wackestone						Saltzman 2002		Mississippian	
Archaeocidaris? sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 487246	"Utah, Wellsville Mountain"	"Henderson Canyon Formation, Brush Canyon Member"	Tournaisian		Carbonate	mudstone						Saltzman 2002		Mississippian	
Palaechinus strawberryensis	strawberryensis	Palaechinus	Palaechinidae	USNM 487248	"Western Wyoming Wall, Strawberry Creek"	Lodgepole Formation	Tournaisian		?	?	Lodgepole Limestone					"Saltzman, 2002"		Mississippian	
Palaechinus strawberryensis	strawberryensis	Palaechinus	Palaechinidae	USNM 487247	"Western Wyoming Wall, Strawberry Creek"	Lodgepole Formation	Tournaisian		?	?	Lodgepole Limestone					"Saltzman, 2002"		Mississippian	
Lepidechinus tessellatus	tessellatus	Lepidechinus	Lepidocentridae	USNM S3862	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone			Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 11776	"Edgar County, Illinois"	?	?		Carbonate	Wackestone						?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	Jackson Co. Missouri	?	?		Carbonate	Wackestone	Upper Coal Measures					?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"Keokuk, Iowa"	Keokuk Limestone	Visean		Carbonate	Wackestone	Smushed spine pile					"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	? (Same lot as one above)	"Keokuk, Iowa"	Keokuk Limestone	Visean		Carbonate	Wackestone	Smushed spine pile					"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Probably agassizi		Burlington Formation			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Probably agassizi		Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone			Burlington Formation			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	? (Same lot as one above)	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone			Burlington Formation			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 8084	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate 	Packstone			Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"Niota, Missouri"	Keokuk Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris agassizi	agassizi	Archaeocidaris	Archaeocidaridae	?	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Catalogued as sp.		Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 8079	"Hamilton, Illinois"	Keokuk Limestone	Visean		Carbonate	Packstone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 8080	"Niota, Iowa"	Keokuk Limestone	Visean		Carbonate	Packstone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	mudstone	"New Bremen, St. Louis Co.  Missouri"					"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"Topeka Shamore CO, Kansas"	?	?		Carbonate	Wackestone						?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 9187	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Probably agassizi		Burlington Formation			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 8085	"Bangor, Alabama"	Keokuk Limestone	Visean		Carbonate	Packstone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris aliguantula?	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 6275a	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	Grainstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliguantula?	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 6275b	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	Grainstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris hemispinifera	hemispinifera	Archaeocidaris	Archaeocidaridae	?	"Quarry Northwest of Moulton Alabama, Se 1/4, Ne 1/4 Sec 30, T6S, R8W Moulton Quad"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Packstone						Zeng et al. 2013		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM Acc 270851a	"Bangor, Alabama"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Packstone			"About 20-30 ft. above the Hartselle ss. Low road, cut on B&O Drive about 2 mi. West of Highway 31, Bangor, Blount Co., Alabama Central Southern 1/2, SE 1/4, Sec 22, T125, R2W Nectar Quadrangle, Alabama"			Zeng et al. 2013		Mississippian	
Lepidesthes sp.	sp.	Lepidesthes	Lepidesthidae	USNM Acc 270851b	"Sh. Zone about 20 ft above floor of old quarry about 2.5 miles SE of Turney Crossroads and 2.5 Miles South of intersection Alabama Highways 36 and 67. Center of line between NE 1/4 sec 20 and NW 1/4, Sec 21, T7S, R2W, Somerville Quadrangle Alabama"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Wackestone			"About 20-30 ft. above the Hartselle ss. Low road, cut on B&O Drive about 2 mi. West of Highway 31, Bangor, Blount Co., Alabama Central Southern 1/2, SE 1/4, Sec 22, T125, R2W Nectar Quadrangle, Alabama"			Zeng et al. 2013		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM Acc 270851c	"Sh. Zone about 20 ft above floor of old quarry about 2.5 miles SE of Turney Crossroads and 2.5 Miles South of intersection Alabama Highways 36 and 67. Center of line between NE 1/4 sec 20 and NW 1/4, Sec 21, T7S, R2W, Somerville Quadrangle Alabama"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Packstone						Zeng et al. 2013		Mississippian	
Lepidesthes sp.	sp.	Lepidesthes	Lepidesthidae	USNM Acc 270851d	"Bangor, Alabama"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Wackestone			"2 Mi. Southeast of Bangor Alabama. SW 1/4, Sec 22, T12S R2W, Nectar Quadrangle, about 20 ft above Hartselle Sandstone"			Zeng et al. 2013		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"Bono, Lawrence Co. Indiana"	Lower Harrodsburg Limestone	Visean		Carbonate	Wackestone			"2 Mi. Southeast of Bangor Alabama. SW 1/4, Sec 22, T12S R2W, Nectar Quadrangle, about 20 ft above Hartselle Sandstone"			"Hirt, 1991"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 99264	"Measured section Cherokee 6, East line sec. 27, T. 16N., R. 22E., 2 Miles south , 1 Mile East of Parkhill, Cherokee County, Oklahoma, on the Tahlequah-Cookson road where the road goes up the hill onto the fault block; 24 feet below the base of the Atoka Sandstone"	Brentwood Member of Bloyd Formation (Morrow Group)	Bashkirian		Carbonate	Wackestone						Barrick et al. 2013		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 15166	Bingham Utah	?	?		Siliciclastic	Fine Grained Sandstone						?		?	
Archaeocidaris newberryi	newberryi	Archaeocidaris	Archaeocidaridae	?	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	mudstone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"New Richmond, Missouri"	?	?		Carbonate	mudstone						?		?	
Archaeocidaris agassizi	agassizi	Archaeocidaris	Archaeocidaridae	USNM 8072	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	"Catalogued as sp. and without locality and stratigraphic data. But definitely from Burlington Iowa, Burlington Group"		Burlington Formation			"Heckel, 2005"		Mississippian	
Archaeocidaris agassizi	agassizi	Archaeocidaris	Archaeocidaridae	USNM  8073	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Catalogued as sp.		Burlington Formation			"Heckel, 2005"		Mississippian	
Polytaxicidaris? Sp.	sp.	Polytaxicidaris	Archaeocidaridae	USNM 6276	"NE 1/4 Sec. 24, T25N, R20E Turnpike Cut about 1.5 miles E. of Vinita Oklahoma"	Fayetteville Shale	Serpukhovian		?	?						"Niko and Mapes, 2016"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	?	"Near Brock, Parker Co. Texas"	Millsap Lake Formation	Moscovian or Kasimovian		Carbonate	Packstone						Powell et al. 2009		Pennsylvanian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465a	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465b	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465c	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465d	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465e	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465f	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465g	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465h	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465i	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465j	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465k	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465l	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465m	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465n	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465o	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465p	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465q	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465r	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465s	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465t	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465u	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465v	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465w	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465x	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465y	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465z	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465aa	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ab	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ac	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ad	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ae	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465af	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ag	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ah	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
