Taxon	Species	Genus	Family	Museum Number	Locality	Formation	Age		Lithology	Grain Size	Specimen Info. I eventually stopped recording this.	Publication. I also eventually stopped recording this.	Notes	Preservational State/Notes	More Notes	Strat Citation		Subperiod	*For questions or copies of photographs corresponding to specimens contact J. Thompson
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 104328	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Registered as A. wortheni					"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	MCZ Cat 104327	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	MCZ Cat 103675	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		?	?			"Miatschkowa, Moscow Region, Formation Pennsylvanian"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	MCZ Cat 103676	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		?	?			"Miatschkowa, Moscow Region, Formation Pennsylvanian"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103690	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103691	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103692	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103689	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone						"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103671	Hamilton and Warsaw Iowa	Keokuk Limestone	Visean		Carbonate	Wackestone			Original ID A. keokuk			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris agassizi	agassizi	Archaeocidaris	Archaeocidaridae	MCZ Cat 103673	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone						"Heckel, 2005"		Mississippian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	MCZ Cat 103680	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		?	?			"Miatschkowa, Moscow Region, Formation Pennsylvanian"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103665	"Vise, Belgium"	Visean	Visean		Carbonate	?	Registered as A. nerei					Poty et al. 2011		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103663	"Tournai, Belgium"	Tournaisian	Tournaisian		?	?	Registered as A. nerei					Poty et al. 2011		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103667	"Vise, Belgium"	Visean	Visean		Carbonate	?	Registered as A. munsteriana					Poty et al. 2011		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103664	"Tournai, Belgium"	Tournaisian	Tournaisian		?	?	Registered as A. nerei					Poty et al. 2011		Mississippian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	MCZ Cat 103681	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		?	?			"Miatschkowa, Moscow Region, Formation Pennsylvanian"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	MCZ Cat 103674	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		?	?			"Miatschkowa, Moscow Region, Formation Pennsylvanian"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MCZ Cat 103678	France? Bellevue	?	?		Carbonate	Wackestone	Registered as A. rossica					?		?	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	MCZ Cat 103677	"Novgorod, Russia"	?	?		Carbonate	Grainstone						?		?	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	MCZ Cat 103679	"Podolsk, Russia"	"Carboniferous, Moscovian, Podolskian Series"	Moscovian		Carbonate	Packstone			Strat wasn't given			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris agassizi	agassizi	Archaeocidaris	Archaeocidaridae	Munich 1880. I. 65	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone			"Mentioned in Jackson, 1912. Formation originally said ""Kohlenlalk"" "			"Heckel, 2005"		Mississippian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	Munich ?	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Grainstone			"Myachkova, Formation Kohlenkalk"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	Munich Nr. 1898 I 72 u. 73	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	?		"Fig'd Jackson, 1912 apparently also Mayr, H. 1985, 164, Abb. S. Fig. 1"	"Myachkova, Formation Kohlenkalk"			G. Mirantsev Pers Comm.		Pennsylvanian	
Palaechinus sp. (probably quadriserialis)	sp.	Palaechinus	Palaechinidae	Munich ?	"Denee, Black Marble of Dinant"	Molignée Formation	Visean		Carbonate	mudstone			"Formation said ""Visean"""			Mottequin et al. 2015		Mississippian	
Perischodomus biserialis	biserialis	Perischodomus	Proterocidaridae	MCZ Cat 103604	"Hook Head, County Wexford, Ireland"	?	Tournaisian		Carbonate	Wackestone			Wexford co. Ireland (definitely hook head)			"Buggisch et al. 2008, "		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	Berlin ?	?	?	?		Carbonate	Wackestone						?		?	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	Berlin ?	?	?	?		Carbonate	Wackestone						?		?	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	Berlin ?	?	?	?		Carbonate	Wackestone						?		?	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	Berlin ?	?	?	?		Carbonate	Wackestone						?		?	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	Berlin ?	?	?	?		Carbonate	Wackestone						?		?	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	Berlin ?	?	?	?		Carbonate	Wackestone						?		?	
Palaechinus sp.	sp.	Palaechinus	Palaechinidae	MBE3795	"Tournai, Belgium"	Tournaisian	Tournaisian		Carbonate	Packstone			"Tournay, Belgium, Karbon Kohlenkalk. Strat said, ""Carboniferous limestone"""			Poty et al. 2011		Mississippian	
Proterocidarid indet	?	?	Proterocidaridae	MB37991-3	"Polen, Niederschlesien, Altwasser"	Carboniferous limestone	?		Carbonate	mudstone	Regestered as Archaeocidaris nerei		Karbon Kohlenkalk					?	
Jacksonechinus dispar	dispar	Jacksonechinus	Proterocidaridae	MBE7522	"Moscow Region, Russian Federation"	"Stephanian, Pennsylvanian, Carboniferous"	Kasimovian or Gzhelian		Carbonate	?	Registered as Melonechinus dispar		"Formation said ""Stephanium, Pennsylvanium, Karbon"""					Pennsylvanian	
Proterocidarid indet	?	?	Proterocidaridae	MBE 3794	"Polen, Niederschlesien, Altwasser"	Carboniferous limestone	?		Carbonate	mudstone			Karbon Kohlenkalk					?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MBE 0058	"Las Palmas bei Gachala Dept. Cundinamarca, Kolumbien"	Mississippian	?		Siliciclastic	Siltstone			Unter Karbon 1					Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	 Berlin 404	"Podolsk, Russia"	"Carboniferous, Moscovian, Podolskian Series"	Moscovian		Carbonate	Packstone	Registered as A. rossicus		"Podolsk, Gouv. Moskau, O. Karbon"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	?	"Podolsk, Russia"	"Carboniferous, Moscovian, Podolskian Series"	Moscovian		Carbonate	Grainstone			Podolsk. Stratigraphy wasn't given			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	MBE 3791-15	"Attniassel, New Schlesien"	Carboniferous limestone	?		Carbonate	mudstone	Registered as A. nerei		Kohlenkalk					?	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	MBE416	"Podolsk, Russia"	"Carboniferous, Moscovian, Podolskian Series"	Moscovian		Carbonate	Packstone			"Podolsk, Russland, Kohlenkalk, Unterkarbon"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	Berlin 394	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	?			"Myachkova, Formation Myachkova"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	Berlin ?	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Wackestone			"Myachkova, Formation Mittel Karbon"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	Berlin ?	"Podolsk, Russia"	"Carboniferous, Moscovian, Podolskian Series"	Moscovian		Carbonate	Grainstone			"Podolsk, Kohlenkalk"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	Berlin ?	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	?			"Myachkova, Formation Kohlenkalk"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	Berlin ?	"Podolsk, Russia"	"Carboniferous, Moscovian, Podolskian Series"	Moscovian		Carbonate	?			"Podolsk, Kohlenkalk"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidarid indet	?	?	Archaeocidaridae	Berlin ?	"Carluke, Lanarkshire, Scotland"	Carboniferous	Mississippian-Pennsylvanian		Siliciclastic	Siltstone	Registered as A. urii		"Originally ""Carluke"""			Waters et al. 2011		?	
Jacksonechinus dispar	dispar	Jacksonechinus	Proterocidaridae	"PIN, coll. _ 5362 uncat."	Moscow Subway dumps	"Upper Carboniferous, (Moscovian Stage), Kashirian Regional Substage, Lopasnya Formation."	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus dispar	dispar	Jacksonechinus	Proterocidaridae	"PIN, coll. _ 5362 uncat."	Moscow Subway dumps	"Upper Carboniferous, (Moscovian Stage), Kashirian Regional Substage, Lopasnya Formation."	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
"Archaeocidaris rossica ""var. titovensis Faas"" "	"rossica ""var. titovensis Faas"" "	Archaeocidaris	Archaeocidaridae	PIN 136/44	"Titovo, near Myachkovo (Moscow Region)"	"Upper Carboniferous, (?Moscovian Stage), ?Myachkovian Regional Substage, ?Peski Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp.	sp.	Jacksonechinus	Proterocidaridae	?	?	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Packstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp.	sp.	Jacksonechinus	Proterocidaridae	?	?	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp.	sp.	Jacksonechinus	Proterocidaridae	?	?	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	"PIN, uncat. "	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Lepidesthes sp.	sp.	Lepidesthes	Lepidesthidae	"PIN 5450, uncat."	"Afanasevo Quarry, Voskresensk district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Khamovnichean Regional Substage, Neverovo Formation, Upper member, 52 bed"	Kasimovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris subwortheni	subwortheni	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Kasimovskiy quarry, near v. Tashenka, Kasimovskiy district, Ryazan Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Wackestone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp. 	sp.	Archaeocidaris	Archaeocidaridae	"PIN, uncat."	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	"PIN 5348, uncat."	"Quarry near v. Gory, Ozyorsky  District, Moscow Region "	"Upper Carboniferous, (Moscovian Stage), Podolskian Regional Substage"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp.	sp.	Jacksonechinus	Proterocidaridae	"PIN 5362, uncat. "	"Dumps of an old quarry, near Shifernaya, Medvedka river, Voskresensk (Moscow Region)"	"Upper Carboniferous (Kasimovian Stage), Khamovnichean Regional Substage, Neverovo Formation, Upper member"	Kasimovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris mosquensis	mosquensis	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Derzha river, Zubtsovsky District, Tver Region "	"Upper Carboniferous, (Moscovian Stage), Podolskian Regional Substage"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris mosquensis	mosquensis	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Turaevo quarry (new Myachkowo quarry), Turaevo village, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Wackestone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus dispar	dispar	Jacksonechinus	Proterocidaridae	PIN 148/195	"Kashirka river, Obraztsovo village, Moscow Region [neotype from the Ivanov's collection] "	"Upper Carboniferous, (Moscovian Stage), Kashirian Regional Substage, Lopasnya Formation."	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp. 	sp.	Archaeocidaris	Archaeocidaridae	"PIN 5348, uncat."	"Domodedovo quarry, Domodedovo district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Domodedovo Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN, uncat."	"Moscow, Dorogomilovo quarry (now does not exist)"	"Upper Carboniferous (Kasimovian Stage), ?Dorogomilovian Regional Substage"	Kasimovian		Carbonate	Packstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris mosquensis	mosquensis	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Kasimovskiy quarry, near v. Tashenka, Kasimovskiy district, Ryazan Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Indet. Lepidesthid	?	?	Lepidesthidae	"PIN, uncat."	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Wackestone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris subwortheni	subwortheni	Archaeocidaris	Archaeocidaridae	"PIN, uncat."	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN, uncat."	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	?			"Upper Carboniferous (?Kasimovian Stage), ?Krevyakian Regional Substage, ?Suvorovo Formation"			G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris mosquensis	mosquensis	Archaeocidaris	Archaeocidaridae	PIN 137/104	"Myachkovo quarry, Ramenskiy district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus dispar	dispar	Jacksonechinus	Proterocidaridae	"PIN, coll. _ 5348 uncat."	Moscow Subway dumps	"Upper Carboniferous, (Moscovian Stage), Kashirian Regional Substage, Lopasnya Formation."	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris ?clavata	clavata	Archaeocidaris	Archaeocidaridae	"PIN, 5450 uncat."	"Vorobevskiy quarry, near Staritsa, Staritsa district, Tver Region"	"Upper Carboniferous, (Moscovian Stage), Podolskian Regional Substage, Vaskino Formation"	Moscovian		Carbonate	Wackestone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	PIN 150/14	"v. Zaboriye, Northern Dvina River, Arkhangelsk Region"	"Upper Carboniferous, (Moscovian Stage), Myachkovian Regional Substage"	Moscovian		Carbonate	Grainstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN, 5450 uncat."	"quarry near v. Zakharovo Kasimovskiy district, Ryazan Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Wackestone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp. 	sp.	Jacksonechinus	Proterocidaridae	"PIN 5362, uncat."	"Kasimovskiy quarry, near v. Tashenka, Kasimovskiy district, Ryazan Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Wackestone						G. Mirantsev Pers Comm.		Pennsylvanian	
"Archaeocidaris rossica ""var. titovensis Faas"" "	"rossica ""var. titovensis Faas"" "	Archaeocidaris	Archaeocidaridae	"PIN, uncat."	"Titovo, near Myachkovo (Moscow Region)"	"Upper Carboniferous, (?Moscovian Stage), ?Myachkovian Regional Substage, ?Peski Formation"	Moscovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5348, uncat."	"Domodedovo quarry, Domodedovo district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Domodedovo Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	"PIN 5362, uncat. "	"Afanasevo Quarry, Voskresensk district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Khamovnichean Regional Substage, Neverovo Formation, Upper member"	Kasimovian		Carbonate	mudstone			"Upper Carboniferous (Kasimovian Stage), Khamovnichean Regional Substage, Neverovo Formation, Upper member, ?52 bed "			G. Mirantsev Pers Comm.		Pennsylvanian	
Lepidesthes sp. 	sp.	Lepidesthes	Lepidesthidae	"PIN 5362, uncat. "	"Afanasevo Quarry, Voskresensk district, Moscow Region"	"Upper Carboniferous (Kasimovian Stage), Khamovnichean Regional Substage, Neverovo Formation, Upper member, ?52 bed "	Kasimovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris ?clavata	clavata	Archaeocidaris	Archaeocidaridae	PIN 132/3937	"Schurovo (Priokskiy quarry), Kolomenskiy district, Moscow Region "	"Upper Carboniferous, (Moscovian Stage), Podolskian Regional Substage, Schurovo Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	Wackestone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	?						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp.	sp.	Jacksonechinus	Proterocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris rossica	rossica	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Peski quarry, Kolomenskiy district, Moscow Region"	"Upper Carboniferous (Moscovian Stage), Myachkovian Regional Substage, Peski Formation"	Moscovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	"PIN 5450, uncat."	"Kasimovskiy quarry, near v. Tashenka, Kasimovskiy district, Ryazan Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Packstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp.	sp.	Jacksonechinus	Proterocidaridae	"PIN 5450, uncat."	"Kasimovskiy quarry, near v. Tashenka, Kasimovskiy district, Ryazan Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Packstone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp.	sp.	Jacksonechinus	Proterocidaridae	"PIN 5450, uncat."	"Kasimovskiy quarry, near v. Tashenka, Kasimovskiy district, Ryazan Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	Wackestone						G. Mirantsev Pers Comm.		Pennsylvanian	
Jacksonechinus sp.	sp.	Jacksonechinus	Proterocidaridae	"PIN 5450, uncat."	"Kasimovskiy quarry, near v. Tashenka, Kasimovskiy district, Ryazan Region"	"Upper Carboniferous (Kasimovian Stage), Krevyakian Regional Substage, Suvorovo Formation"	Kasimovian		Carbonate	mudstone						G. Mirantsev Pers Comm.		Pennsylvanian	
