Taxon,Species,Genus,Family,Museum Number,Locality,Continent,Country,lat,lng,Latlng_Precision,Group,Formation,Member,Formation_Notes,Age,max_stage,min_stage,Original Order,Finalised_lith,Lithology,Finalised_grainsize,Grain Size,Specimen Info. I eventually stopped recording this.,Publication. I also eventually stopped recording this.,Notes,Preservational State/Notes,More Notes,Strat Citation,,Subperiod,Preservation Score,Description,Period,x,Museum,Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris? sp.,sp.,Archaeocidaris,Archaeocidaridae,(5245-99),"(5245-99), Clark Co. Nevada",North America,USA,,,,,Bird Spring Formation,,Bird Spring Formation,Bashkirian to Kungurian,Bashkirian,Kungurian,2886,Carbonate,Carbonate,Packstone,packstone,,,,,,"Stone, P., Stevens, C.H., Howard, K.A. and Hoisch, T.D., 2013. Stratigraphy and paleogeography significance of the Pennsylvanian-Permian Bird Spring Formation in the Ship Mountains, Southeastern California.",,?,1,spine,Pennsylvanian/Permian,,Los Angeles County Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,212955,".75 mi South of Sandy's Farm (N3.1, 241), Nebraska",North America,USA,,,,Lansing Group,Stanton Limestone,Stoner Limestone Member,"Lansing Group, Stanton Limestone, Stoner Limestone Member",Kasimovian,Kasimovian,Kasimovian,855,,?,,?,,,"Late Pennsylvanian, Stoner Limestone",,,"Heckel, 2013",,Pennsylvanian,1,spines,Pennsylvanian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nortonechinus sp. (welleri),sp.,Nortonechinus,Archaeocidaridae,USNM S3837,?,North America,USA,,,,,,,"Waterloo, Iowa",,,,1286,,?,,?,,,,,,,,,1,(spines/tubercle),Devonian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,232908-232914,1 mi S and .5 mi W of Bracken Station,North America,USA,,,,,Foraker Limestone,Hughes Creek Shale Member,"Hughes Creek Shale Member, Foraker Limestone, Wabaunsee Permian",Gzhelian,Gzhelian,Gzhelian,864,,?,,?,,,"Early Permian, Wabaunsee Fm. Elmdale Shale Member. Hughes Creek Shale Member",,,"Heckel, 2013",,Pennsylvanian,1,spines and interamb plates,Pennsylvanian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,38537,17 Texas,North America,USA,,,,,Mineral Wells Formation,Keechi Creek Shale Member,"Keechi Shale, Pennsylvanian",Kasimovian,Kasimovian,Kasimovian,720,,?,,?,,,,,,"Canchola, M.K., 2014. A semi-quantitative analysis of the distribution of conodonts in the maximum flooding deposits of the Lost Branch Cyclothem,"" Latest Desmoinesian"" midcontinent and Western North America. The University of Texas at San Antonio",,,1,(interambulacral plate),Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,38536,290 Texas,North America,USA,,,,Cisco Group,Graham Formation,Gonzales Limestone,Gonzales Shale,Gzhelian,Gzhelian,Gzhelian,721,,?,,?,,,,,,,,,1,(interambulacral plates + spines),Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,YPR 519509,"Adams County, Illinois",North America,USA,,,,,Warsaw Formation,,Warsaw Formation,Visean,Visean,Visean,847,Siliciclastic,Siliciclastic,Siltstone,Siltstone,,,"Lower Warsaw Formation, Meramecian",,,Brenckle et al. 2005,,Mississippian,4,"interambs, lantern",Mississippian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,YPR 519510,"Adams County, Illinois",North America,USA,,,,,Warsaw Formation,,Warsaw Formation,Visean,Visean,Visean,848,Siliciclastic,Siliciclastic,Siltstone,Siltstone,,,"Lower Warsaw Formation, Meramecian",,,Brenckle et al. 2005,,Mississippian,4,"interambs, lantern",Mississippian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,YPR 519511,"Adams County, Illinois",North America,USA,,,,,Warsaw Formation,,Warsaw Formation,Visean,Visean,Visean,849,Siliciclastic,Siliciclastic,Siltstone,Siltstone,,,"Lower Warsaw Formation, Meramecian",,,Brenckle et al. 2005,,Mississippian,5,"interambs, lantern, spines",Mississippian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligoporus danae,danae,Oligoporus,Palaechinidae,MCZ Cat 101962,"Adams County, Illinois",North America,USA,,,,,Keokuk Limestone,,Keokuk Limestone,Visean,Visean,Visean,2057,Carbonate,Carbonate,Mudstone,mudstone,,,,"Jackson, 1912",,"Lane and Brenckle, 2005",,Mississippian,4,"ambs, interambs",Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melonechinus indianensis,indianensis,Melonechinus,Palaechinidae,MCZ Cat 101968,Allen Co. Kentucky,North America,USA,,,,,,,Carboniferous,Mississippian,,,2142,Carbonate,Carbonate,,?,,,,"Jackson, 1912",,"Butts, 1922",,Mississippian,,,Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligoporus danae,danae,Oligoporus,Palaechinidae,USNM Acc 221149,"Along Missouri River, Howard Co, Missouri",North America,USA,,,,,Keokuk Limestone,,Keokuk Limestone,Visean,Visean,Visean,1300,Carbonate,Carbonate,Packstone,Packstone,,,,,,"Lane and Brenckle, 2005",,Mississippian,4,(ambulacra + intermbulacral plates),Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp. (ornata),sp.,Archaeocidaris,Archaeocidaridae,USNM 92467,"Banks of Colorado River, near Great Canyon, Colorado",North America,USA,,,,,,,Upper Carboniferous,,,,1007,Carbonate,Carbonate,,?,,,,,,,,?,1,spine,Mississippian/Pennsylvanian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,MBE6967.1-11,"Brown County, Texas, USA",North America,USA,,,,,,,Pennsylvanian,,,,2259,,?,,?,,,"Pennsylvanian, karbon",,,,,Pennsylvanian,1,Spines and interamb,Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,MCZ Cat 103625,"Buchanan Co, Missouri",North America,USA,,,,,,,Carboniferous,,,,2129,Carbonate,Carbonate,Mudstone,mudstone,,,,,,?,,?,2,interamb plates and spines,Mississippian/Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,MCZ Cat 103654,"Buchanan Co, Missouri",North America,USA,,,,,,,?,,,,2161,Carbonate,Carbonate,Mudstone,mudstone,,,,,,?,,?,1,spine,Mississippian/Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melonites septenarius,septenarius,Melonechinus,Palaechinidae,AMNH F1 7517,"Buzzard's Roost, Lower Limestone, Franklin County, Alabama",North America,USA,,,,,Warsaw Formation,,Warsaw Formation,Visean,Visean,Visean,695,Carbonate,Carbonate,,?,Test,"holotype. Jackson, 1896",,Chert,,Brenckle et al. 2005,,Mississippian,3,Fragment of ambs and interambs,Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palaechinid indet.,?,?,Palaechinidae,USNM 71551,Caldwell Co. Ky,North America,USA,,,,,Warsaw Formation,,Warsaw Formation,Visean,Visean,Visean,1374,,?,,?,,,Warsaw,,,Brenckle et al. 2005,,Mississippian,?,?,Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovenechinus nobilis,nobilis,Lovenechinus,Palaechinidae,USNM 33277,"Calhoun, Co. Illinois",North America,USA,,,,,Burlington Limestone,,Burlington Limestone,Tournaisian,Tournaisian,Tournaisian,643,Carbonate,Carbonate,,?,Whole Test,"Jackson, 1912",Burlington Formation,,,"Heckel, 2005",,Mississippian,4,(ambulacra + intermbulacral plates),Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp. (agassizi?),sp.,Archaeocidaris,Archaeocidaridae,578175-578179,"Cass County, Nebraska",North America,USA,,,,,,,Cedar Creek Formation? Pennsylvanian,,,,815,,?,,?,,,,,,,,Pennsylvanian,1,spines,Pennsylvanian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris? sp.,sp.,Archaeocidaris,Archaeocidaridae,1371,"Cass County, Nebraska",North America,USA,,,,,,,"Carboniferous, Pennsylvanian",,,,2889,,?,,?,,,,,,,,Pennsylvanian,1,spines,Pennsylvanian,,Los Angeles County Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet (Archaeocidaris sp.),?,?,Archaeocidaridae,USNM 42413,"Christian, Co., Ky",North America,USA,,,,,Chester Limestone,,Chester Limestone,Serpukhovian,Serpukhovian,Serpukhovian,514,Carbonate,Carbonate,Grainstone,Grainstone,,,Chester,,,,,Mississippian,2,spines,Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp. ,sp.,Archaeocidaris,Archaeocidaridae,219268,Cochise Co. Arizona,North America,USA,,,,,Colina/Scherrer/Concha Formations,,"Permian, ""Lower"" Snyder Hill formation",Kungurian to Roadian,Kungurian,Roadian,2724,,,,?,,,Snyder Hill formation name surpressed - parts of other listed formations,,,"Sabins Jr, F.F., 1957. Stratigraphic Relations in Chiricahua and Dos Cabezas Mountains, Arizona. AAPG Bulletin, 41(3), pp.466-510.",,,1,spines and interamb plates,Permian,,,"University of California, Museum of Paleontology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp. ,sp.,Archaeocidaris,Archaeocidaridae,219271,Cochise Co. Arizona,North America,USA,,,,,Colina/Scherrer/Concha Formations,,"Permian, ""Lower"" Snyder Hill formation",Kungurian to Roadian,Kungurian,Roadian,2727,,,,?,,,Snyder Hill formation name surpressed - parts of other listed formations,,,"Sabins Jr, F.F., 1957. Stratigraphic Relations in Chiricahua and Dos Cabezas Mountains, Arizona. AAPG Bulletin, 41(3), pp.466-510.",,,1,spine,Permian,,,"University of California, Museum of Paleontology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp. ,sp.,Archaeocidaris,Archaeocidaridae,219272,Cochise Co. Arizona,North America,USA,,,,,,,Permian,,,,2728,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,,1,spine,,,,"University of California, Museum of Paleontology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp. ,sp.,Archaeocidaris,Archaeocidaridae,219273,Cochise Co. Arizona,North America,USA,,,,,Colina/Scherrer/Concha Formations,,"Permian, ""Lower"" Snyder Hill formation",Kungurian to Roadian,Kungurian,Roadian,2729,,,,?,,,Snyder Hill formation name surpressed - parts of other listed formations,,,"Sabins Jr, F.F., 1957. Stratigraphic Relations in Chiricahua and Dos Cabezas Mountains, Arizona. AAPG Bulletin, 41(3), pp.466-510.",,,1,spine,Permian,,,"University of California, Museum of Paleontology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp. (longispinus),sp.,Archaeocidaris,Archaeocidaridae,USNM 5413,Colorado River Northern Arizona,North America,USA,,,,,,,Upper Carboniferous,,,,1004,Carbonate,Carbonate,Wackestone,Wackestone,,,,,,,,Pennsylvanian,2, spines),Pennsylvanian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris? sp.,sp.,Archaeocidaris,Archaeocidaridae,4092,"Coup Bowie, Texas",North America,USA,,,,,,,Carboniferous,,,,2912,,?,,?,,,,,,,,,1,"spines, interambs",Mississippian/Pennsylvanian,,Los Angeles County Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet. (Archaeocidaris sp.),?,?,Archaeocidaridae,E 33643-5,"Craig Co., Oklahoma USA",North America,USA,,,,,,,"Lower Carboniferous, Chester Series",Visean or Serpukhovian,Visean,Serpukhovian,273,,?,,?,,,,,,,,Mississippian,1,(interambulacral plates + spines),Mississippian,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet. (Archaeocidaris sp.),?,?,Archaeocidaridae,E15041-3,"Craig Co., Oklahoma USA",North America,USA,,,,,Fayetteville Shale,,Fayetteville Shale,Serpukhovian,Serpukhovian,Serpukhovian,336,,?,,?,,,"Chester Series, Lower Carboniferous, Fayetville Formation",,,"Niko and Mapes, 2016",,Mississippian,1,(interambulacral plates + spines),Mississippian,x,Sedgwick Museum of Earth Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp. (dinnii),sp.,Archaeocidaris,Archaeocidaridae,USNM 8031,"Datum Fort, Kansas?",North America,USA,,,,,,,Upper Carboniferous,,,,1008,,?,,?,,,,,,,,Pennsylvanian,1,(spines),Pennsylvanian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
